parent_inchikey,n_brd_ids,brd_ids
GEPQSEIVCGMSGO,14,BRD-K18794550; BRD-K30523950; BRD-K51189903; BRD-K51454562; BRD-K59563627; BRD-K60558220; BRD-K66952385; BRD-K75296800; BRD-K76042595; BRD-K79131428; BRD-K81592585; BRD-K88059273; BRD-K89005359; BRD-K91034707
VTQGPDBOURHJNB,14,BRD-K05500678; BRD-K06096379; BRD-K18822535; BRD-K19016650; BRD-K19054197; BRD-K26576471; BRD-K49877948; BRD-K50195301; BRD-K58098983; BRD-K75745425; BRD-K78228015; BRD-K82083906; BRD-K85258684; BRD-K91416922
FBKKOHUHBUWDTB,14,BRD-K24907498; BRD-K28522188; BRD-K29138092; BRD-K29163534; BRD-K30640165; BRD-K37479727; BRD-K43936062; BRD-K46293468; BRD-K49662642; BRD-K56269643; BRD-K68303333; BRD-K70717477; BRD-K82175530; BRD-K92884779
PIMBJQHAALXIRA,13,BRD-K00434250; BRD-K04847305; BRD-K10893406; BRD-K15530151; BRD-K34829873; BRD-K37398676; BRD-K39696539; BRD-K58663279; BRD-K70377370; BRD-K71532462; BRD-K76581294; BRD-K86171512; BRD-K93459801
SUQCIPRCFCPKOO,13,BRD-K08306736; BRD-K13691358; BRD-K19108281; BRD-K30436233; BRD-K31556224; BRD-K55713064; BRD-K59176197; BRD-K66646581; BRD-K82365559; BRD-K82794234; BRD-K86846131; BRD-K88908047; BRD-K96900359
DVGPQCDULGSEFB,13,BRD-K04570341; BRD-K20914452; BRD-K26301430; BRD-K37847786; BRD-K39629581; BRD-K42696220; BRD-K59039774; BRD-K77434972; BRD-K80174954; BRD-K83311395; BRD-K84104483; BRD-K84691165; BRD-K84749975
XQVZVPLVZQHPJK,13,BRD-K00185670; BRD-K13308287; BRD-K19818442; BRD-K28083085; BRD-K31697605; BRD-K32885145; BRD-K37322457; BRD-K41871066; BRD-K44816676; BRD-K68326515; BRD-K71935941; BRD-K81417919; BRD-K93158953
UHIMEEWAODCTDO,13,BRD-K16046246; BRD-K18249495; BRD-K31260488; BRD-K32101742; BRD-K40846327; BRD-K46692335; BRD-K50204028; BRD-K58191509; BRD-K62719675; BRD-K65983740; BRD-K67519589; BRD-K81249836; BRD-K90700939
WADXMENNSPGANR,13,BRD-K13888422; BRD-K14037093; BRD-K19269952; BRD-K22246901; BRD-K24156533; BRD-K28932578; BRD-K30761927; BRD-K30964167; BRD-K37975989; BRD-K47087435; BRD-K47349225; BRD-K76951235; BRD-K88351048
JLURSCHFCUHCJF,13,BRD-K05831864; BRD-K07501194; BRD-K15739647; BRD-K15975627; BRD-K20215591; BRD-K26559753; BRD-K32617235; BRD-K45077605; BRD-K57969466; BRD-K60429174; BRD-K76115264; BRD-K81939454; BRD-K89632963
GBDHSNMZLIRBLK,13,BRD-K21827358; BRD-K22854900; BRD-K27411973; BRD-K34516743; BRD-K46512834; BRD-K51922621; BRD-K52657367; BRD-K55588166; BRD-K59248078; BRD-K65540587; BRD-K75426909; BRD-K93303857; BRD-K95891443
NWAOHTRJRZZISF,13,BRD-K00429057; BRD-K00664012; BRD-K04733502; BRD-K08777248; BRD-K19189705; BRD-K20859359; BRD-K32582686; BRD-K36022244; BRD-K54285697; BRD-K60996261; BRD-K80718156; BRD-K81514393; BRD-K85592362
DGSOXKKLHVIDDH,13,BRD-K06314140; BRD-K08891029; BRD-K17817744; BRD-K29360016; BRD-K30371494; BRD-K31042955; BRD-K39271757; BRD-K40635448; BRD-K42740486; BRD-K46295497; BRD-K84653575; BRD-K90329522; BRD-K92455082
ZQFGNRPCSITOFH,13,BRD-K06199632; BRD-K13000360; BRD-K15973523; BRD-K20848134; BRD-K23871470; BRD-K25560306; BRD-K26835110; BRD-K27718415; BRD-K66877406; BRD-K75961033; BRD-K85957472; BRD-K89597637; BRD-K99219003
SNGIXDWGPLKZOT,13,BRD-K02516751; BRD-K21281680; BRD-K23407460; BRD-K46184370; BRD-K46232974; BRD-K48038858; BRD-K50667779; BRD-K63336416; BRD-K68120955; BRD-K70231266; BRD-K71742963; BRD-K81943679; BRD-K88119020
HTMJKWITGYZJOG,12,BRD-K10170503; BRD-K12402761; BRD-K22828548; BRD-K27198330; BRD-K38103660; BRD-K45695271; BRD-K50277523; BRD-K55010869; BRD-K68455755; BRD-K73592400; BRD-K73939795; BRD-K76138094
PRNQDRDIWPOXBY,12,BRD-K12345237; BRD-K32320888; BRD-K36596997; BRD-K37340147; BRD-K50846154; BRD-K53949821; BRD-K54010839; BRD-K72913953; BRD-K74329753; BRD-K79797751; BRD-K87426959; BRD-K95551268
HICHWNNNCJDVID,12,BRD-K01404579; BRD-K09031632; BRD-K18396390; BRD-K28431278; BRD-K32444480; BRD-K46047563; BRD-K58415436; BRD-K68319707; BRD-K75781834; BRD-K76352008; BRD-K77326001; BRD-K77750380
VBARFQGDBKSOKL,12,BRD-K22324798; BRD-K22825029; BRD-K24282403; BRD-K27452198; BRD-K29385065; BRD-K35979672; BRD-K44015831; BRD-K65968856; BRD-K77579348; BRD-K84733605; BRD-K94224651; BRD-K99349510
YBRLGVDHYMUGPQ,12,BRD-K05833481; BRD-K10835142; BRD-K14215828; BRD-K25789307; BRD-K26053980; BRD-K28117690; BRD-K36159233; BRD-K38123135; BRD-K48659337; BRD-K69276764; BRD-K88327759; BRD-K95488738
HPPNONYMLIWSNI,12,BRD-K00586388; BRD-K03050720; BRD-K15950605; BRD-K17630163; BRD-K22261046; BRD-K38373457; BRD-K38700430; BRD-K66361302; BRD-K68325161; BRD-K79112806; BRD-K89493095; BRD-K97961692
UDMIDSQAUXVXMN,11,BRD-K07678162; BRD-K15477190; BRD-K20220643; BRD-K41440211; BRD-K52938793; BRD-K60188503; BRD-K73573525; BRD-K75938736; BRD-K77918164; BRD-K82991167; BRD-K89112856
YZTWEKNKNNRJIX,11,BRD-K10008415; BRD-K14363876; BRD-K23060602; BRD-K23985857; BRD-K24991044; BRD-K30934390; BRD-K40708503; BRD-K41889859; BRD-K49751344; BRD-K51388814; BRD-K60144416
SUHZFPHQAJGSMY,11,BRD-K33215066; BRD-K46080444; BRD-K47394228; BRD-K47630323; BRD-K54323133; BRD-K57589644; BRD-K66185150; BRD-K73059376; BRD-K93577185; BRD-K97860318; BRD-K99020117
OISGRMDYSXSLAB,11,BRD-K01208204; BRD-K06062006; BRD-K16539011; BRD-K21161559; BRD-K22135724; BRD-K23499378; BRD-K27843502; BRD-K31589685; BRD-K73688688; BRD-K87865520; BRD-K99338550
SIHQACFNVCTPOW,11,BRD-K00907050; BRD-K05672354; BRD-K05950670; BRD-K07530355; BRD-K11589884; BRD-K12909905; BRD-K36474885; BRD-K38273742; BRD-K46666779; BRD-K91755384; BRD-K97149069
AIBBTECRVWULHH,11,BRD-K07026322; BRD-K20761826; BRD-K31830662; BRD-K56951539; BRD-K62102996; BRD-K66221011; BRD-K82633701; BRD-K84109969; BRD-K89554882; BRD-K89675250; BRD-K98437249
YRAOJEGTHQJVGH,11,BRD-K03814443; BRD-K16118047; BRD-K26849279; BRD-K31688005; BRD-K43682718; BRD-K57443339; BRD-K62659735; BRD-K63117650; BRD-K70748405; BRD-K76073118; BRD-K83509924
LZRQCLPDICKWHD,11,BRD-K01888220; BRD-K03261284; BRD-K03287885; BRD-K18519876; BRD-K25200031; BRD-K47762331; BRD-K48035513; BRD-K61934967; BRD-K81372179; BRD-K88281646; BRD-K99760897
ZCLFEQBFHRMJFK,11,BRD-K10943878; BRD-K11483659; BRD-K13320013; BRD-K26790127; BRD-K29662535; BRD-K35799753; BRD-K36883526; BRD-K39107553; BRD-K40472535; BRD-K42394957; BRD-K99958302
IEZOTXDZAGKSTL,11,BRD-K05756698; BRD-K09824708; BRD-K11989708; BRD-K16633354; BRD-K36177038; BRD-K52043480; BRD-K56726453; BRD-K61855818; BRD-K72269288; BRD-K77983109; BRD-K90816807
YVJGPPMIPDJUMP,10,BRD-K03463440; BRD-K30645599; BRD-K34547533; BRD-K35418438; BRD-K41513229; BRD-K49923618; BRD-K56904155; BRD-K63383460; BRD-K77006185; BRD-K80954162
YKADZYQVAJPHMU,10,BRD-K06432527; BRD-K47636083; BRD-K51522005; BRD-K51846078; BRD-K54756845; BRD-K73664775; BRD-K75969390; BRD-K77172154; BRD-K85642378; BRD-K97863769
OKIGVZMNGZVCJM,10,BRD-K08142337; BRD-K10284009; BRD-K10917236; BRD-K17854062; BRD-K17904341; BRD-K19046167; BRD-K22694513; BRD-K37906141; BRD-K46098747; BRD-K77939573
IUWUHICBQVKRRR,10,BRD-K00610900; BRD-K01991250; BRD-K02118124; BRD-K09487932; BRD-K12043227; BRD-K16136897; BRD-K23749313; BRD-K31602464; BRD-K36298208; BRD-K69206710
BVXYTNIWYSYKAL,10,BRD-K08014780; BRD-K19689423; BRD-K25351202; BRD-K34981405; BRD-K58300809; BRD-K62019457; BRD-K71404640; BRD-K81496150; BRD-K91016007; BRD-K95411194
YHPMBPSGDQLXHP,10,BRD-K00698280; BRD-K02388444; BRD-K06219419; BRD-K30379413; BRD-K32686643; BRD-K34489277; BRD-K37454185; BRD-K39709957; BRD-K59609877; BRD-K85946956
NGSMHOKAGHIENU,10,BRD-K04785821; BRD-K16214172; BRD-K18173053; BRD-K21420222; BRD-K24204732; BRD-K26282994; BRD-K28294686; BRD-K32403948; BRD-K41939184; BRD-K42439884
OPCOPDBCCFUTHV,9,BRD-K10459972; BRD-K23085156; BRD-K24565544; BRD-K25944327; BRD-K39965317; BRD-K41774018; BRD-K47613410; BRD-K66805710; BRD-K81461172
GPFIDTWNGXWRJK,9,BRD-K03383196; BRD-K06071925; BRD-K08650286; BRD-K14327064; BRD-K25322420; BRD-K26373865; BRD-K34370545; BRD-K39624517; BRD-K79768170
YYAGCQUXHYGTOT,9,BRD-K06145650; BRD-K07064094; BRD-K10323659; BRD-K22657795; BRD-K44638353; BRD-K47301880; BRD-K83448671; BRD-K94193354; BRD-K96157570
WOVPJXMLSNBLNW,9,BRD-K11392157; BRD-K12313989; BRD-K15947051; BRD-K28641265; BRD-K38787519; BRD-K61059900; BRD-K66907139; BRD-K67090914; BRD-K71155312
SJWFFWCCDVHJSO,9,BRD-K15790516; BRD-K19549666; BRD-K25870200; BRD-K29256470; BRD-K33005877; BRD-K38454082; BRD-K54730162; BRD-K56646986; BRD-K94501123
GAZXHMFIMHCKKU,9,BRD-K05220907; BRD-K09919985; BRD-K17059629; BRD-K24143478; BRD-K32343246; BRD-K32965188; BRD-K37558338; BRD-K40061857; BRD-K40102258
LKIIRWUIYHEPDR,9,BRD-K05799189; BRD-K14942405; BRD-K18364651; BRD-K21826560; BRD-K24792153; BRD-K28414977; BRD-K31778735; BRD-K33956641; BRD-K34595616
SKZBTEBCBLPBIZ,9,BRD-K05605336; BRD-K08929846; BRD-K13007223; BRD-K20053005; BRD-K20912596; BRD-K23427500; BRD-K28184331; BRD-K36804307; BRD-K42032479
LSNSUZUVRXFZLV,9,BRD-K09085062; BRD-K12187358; BRD-K25094041; BRD-K50587003; BRD-K78792702; BRD-K94184760; BRD-K98998964; BRD-K99383477; BRD-K99915395
KAHNNCGHTWSOBA,9,BRD-K00853706; BRD-K03147246; BRD-K06619604; BRD-K13122526; BRD-K16305571; BRD-K18599462; BRD-K19325444; BRD-K28282432; BRD-K38494391
AGSKCAQZMPMVIM,9,BRD-K01754882; BRD-K02881560; BRD-K04834648; BRD-K07881060; BRD-K09454191; BRD-K17821077; BRD-K31110422; BRD-K33702515; BRD-K34197007
JVILTGOVTWEXFK,9,BRD-K02917242; BRD-K05211263; BRD-K16257790; BRD-K21658057; BRD-K28743085; BRD-K29162128; BRD-K31822300; BRD-K56899980; BRD-K74121411
HVNBSBCCDAKDPU,8,BRD-K27503016; BRD-K35111787; BRD-K36045097; BRD-K48840041; BRD-K51031805; BRD-K56562216; BRD-K65529687; BRD-K94766884
HVZAAXCGJPPTNA,8,BRD-K18127951; BRD-K63442512; BRD-K72699596; BRD-K80574047; BRD-K89712338; BRD-K93086630; BRD-K96612346; BRD-K97727250
XCDRDXJNPKYISK,8,BRD-K26924060; BRD-K35060817; BRD-K42743267; BRD-K50808811; BRD-K57055053; BRD-K91194423; BRD-K97001739; BRD-K98062568
NYKFFZXKZNVNOG,8,BRD-K00069117; BRD-K02076218; BRD-K50014464; BRD-K52221985; BRD-K52403701; BRD-K78094112; BRD-K81164606; BRD-K88402291
IAKBBZLEORGFOS,8,BRD-K10055851; BRD-K20863480; BRD-K21421563; BRD-K42056004; BRD-K54916924; BRD-K68061938; BRD-K79259004; BRD-K79426639
IDILRECQKBLRIF,8,BRD-K08706435; BRD-K09796735; BRD-K44480417; BRD-K88384060; BRD-K91244634; BRD-K95196306; BRD-K96612763; BRD-K99643744
BUQXSKBONOCLOA,8,BRD-K10011427; BRD-K51160592; BRD-K54132860; BRD-K59131688; BRD-K76829357; BRD-K76899562; BRD-K86638309; BRD-K90977883
BUQVOPHSTBMFAQ,8,BRD-K12642652; BRD-K14212121; BRD-K45515828; BRD-K50126643; BRD-K62214276; BRD-K75393430; BRD-K84522516; BRD-K95190454
HUTGYGSTODGUGG,8,BRD-K30220159; BRD-K44760023; BRD-K53499221; BRD-K54262203; BRD-K56075657; BRD-K72317601; BRD-K80336250; BRD-K92712225
NJJKNLQQLZQTIZ,8,BRD-K02565327; BRD-K24025166; BRD-K56868780; BRD-K60716223; BRD-K63964208; BRD-K71452126; BRD-K75807319; BRD-K89324382
NKPFHNDONDWVBL,8,BRD-K18844601; BRD-K33761091; BRD-K45682001; BRD-K46096244; BRD-K50608891; BRD-K62220055; BRD-K82118651; BRD-K89255395
NJKSHKHIQBEBBM,8,BRD-K19593188; BRD-K37231045; BRD-K38589316; BRD-K69194443; BRD-K77924862; BRD-K78908189; BRD-K92639644; BRD-K93545352
WYTFSBUXHVGTCT,8,BRD-K05639119; BRD-K11432829; BRD-K31444894; BRD-K36826784; BRD-K43713542; BRD-K58860003; BRD-K63667213; BRD-K74381836
WYRQMVCVXSYSKJ,8,BRD-K08005469; BRD-K14952621; BRD-K22275321; BRD-K23958338; BRD-K43714262; BRD-K88385750; BRD-K89321975; BRD-K91498722
BQXPJFPCKYJDQK,8,BRD-K07601300; BRD-K24742410; BRD-K27757818; BRD-K36618106; BRD-K55078218; BRD-K83407176; BRD-K83546471; BRD-K96660315
BRDKARYWUSDFKE,8,BRD-K00436546; BRD-K27935463; BRD-K40971145; BRD-K53067088; BRD-K68103836; BRD-K71963262; BRD-K82246602; BRD-K88095357
IDLNHXHJUITYBI,8,BRD-K10844902; BRD-K20978396; BRD-K45077070; BRD-K62455331; BRD-K69178842; BRD-K72109199; BRD-K72352929; BRD-K76729250
GQBJBCNAEKUCKM,8,BRD-K14340219; BRD-K21786893; BRD-K29138830; BRD-K38698447; BRD-K43806450; BRD-K60757524; BRD-K74155249; BRD-K99381377
GQLDDSCVBIFPRR,8,BRD-K00598313; BRD-K08260539; BRD-K70550435; BRD-K76882503; BRD-K77827548; BRD-K87089311; BRD-K95926324; BRD-K96721928
VMTZMCYUUHONMK,8,BRD-K47980183; BRD-K68608492; BRD-K71970681; BRD-K74173779; BRD-K91980109; BRD-K92246187; BRD-K94962273; BRD-K96448434
VMOCTUISBGPURH,8,BRD-K13693445; BRD-K14886982; BRD-K35158088; BRD-K58475709; BRD-K78316354; BRD-K82234732; BRD-K97981711; BRD-K99103407
VMZNVRZPRJWEKA,8,BRD-K05832178; BRD-K24536757; BRD-K25807578; BRD-K34844610; BRD-K47505626; BRD-K50388960; BRD-K65139432; BRD-K79684588
CUOJNPIZUFXRHX,8,BRD-K14673075; BRD-K28795679; BRD-K29028138; BRD-K35193502; BRD-K69229416; BRD-K78658063; BRD-K80921954; BRD-K91241684
WYDHQCWIOCTAOJ,8,BRD-K00740489; BRD-K28043081; BRD-K48306626; BRD-K61907493; BRD-K64147688; BRD-K74149575; BRD-K78939963; BRD-K93667957
NRAVNVUUWRMRFK,8,BRD-K02223457; BRD-K14193256; BRD-K18024030; BRD-K18300217; BRD-K36773541; BRD-K43168251; BRD-K64716911; BRD-K93036747
GPWYEVCXUJXIOI,8,BRD-K35455895; BRD-K46732958; BRD-K53283295; BRD-K63964021; BRD-K69317358; BRD-K71855031; BRD-K82121314; BRD-K96646082
BVGZNQUUZDWJPB,8,BRD-K01573538; BRD-K12230293; BRD-K25533536; BRD-K27709404; BRD-K45628229; BRD-K46622484; BRD-K48775846; BRD-K77221985
HYEFXMLKRFQNEN,8,BRD-K05912972; BRD-K31998493; BRD-K38313084; BRD-K73459720; BRD-K84536720; BRD-K84770507; BRD-K91257617; BRD-K94575695
QARSUPNDRVVANH,8,BRD-K00575615; BRD-K14123146; BRD-K15172981; BRD-K22743786; BRD-K57792211; BRD-K71857815; BRD-K74378303; BRD-K80866887
XDZGUUVZSOVFIF,8,BRD-K01077691; BRD-K03902845; BRD-K07697589; BRD-K14719962; BRD-K49103536; BRD-K54495109; BRD-K82433264; BRD-K98704738
XDPGLRIFEVLTPI,8,BRD-K10721194; BRD-K26128727; BRD-K44547539; BRD-K63211622; BRD-K63269129; BRD-K71799397; BRD-K88968415; BRD-K99700039
XCSADXMQLTVTGS,8,BRD-K00048792; BRD-K24343201; BRD-K29441085; BRD-K34595193; BRD-K51272331; BRD-K60454848; BRD-K79072801; BRD-K92457070
QAXWADXATYBNKX,8,BRD-K09584843; BRD-K34664417; BRD-K47156219; BRD-K54647996; BRD-K55231301; BRD-K67526257; BRD-K68988758; BRD-K93061442
NPOMWXYRXNIYSA,8,BRD-K00498462; BRD-K02943940; BRD-K09640010; BRD-K18097652; BRD-K19949652; BRD-K31163805; BRD-K35727710; BRD-K62237490
PZEUIISKRRGKSB,8,BRD-K06148621; BRD-K17245631; BRD-K22672200; BRD-K37120019; BRD-K42966513; BRD-K46603043; BRD-K64173373; BRD-K67592986
HVXCQDGXUZNQFT,8,BRD-K05111274; BRD-K12834930; BRD-K29890753; BRD-K49723079; BRD-K62780697; BRD-K64217932; BRD-K88914803; BRD-K91491104
NTWQDWFFMZTMNG,8,BRD-K05432466; BRD-K20942146; BRD-K42849858; BRD-K47572485; BRD-K73500713; BRD-K87849910; BRD-K92446632; BRD-K94196749
HYDPWGICXZADLJ,8,BRD-K01795516; BRD-K25348850; BRD-K28638920; BRD-K32040163; BRD-K48053776; BRD-K62427254; BRD-K90163297; BRD-K94803981
XBPCNRNKOXKUQA,8,BRD-K00349278; BRD-K01335708; BRD-K06733952; BRD-K32480492; BRD-K62117749; BRD-K63843509; BRD-K67851959; BRD-K93468393
VINMFOKKSKWMTO,8,BRD-K13448237; BRD-K21904592; BRD-K32345392; BRD-K70200040; BRD-K72980353; BRD-K89266502; BRD-K89692527; BRD-K96707310
GOTBAIXNEHVFNA,8,BRD-K08241590; BRD-K16331797; BRD-K19266588; BRD-K20447569; BRD-K21196859; BRD-K26208451; BRD-K30492965; BRD-K38258132
NUSFKYNBTAYYBW,8,BRD-K01011412; BRD-K05688054; BRD-K25006240; BRD-K26537262; BRD-K31220088; BRD-K48593692; BRD-K70470333; BRD-K80732408
XBLMBZLFERXHHT,8,BRD-K14478589; BRD-K27209353; BRD-K29252735; BRD-K45615006; BRD-K61793536; BRD-K75992528; BRD-K80913219; BRD-K85174275
HZAABOSBDYXUMN,8,BRD-K31369513; BRD-K49525301; BRD-K60298771; BRD-K71278614; BRD-K72217541; BRD-K74548617; BRD-K96047861; BRD-K99149118
PYPDZGGBRRHRLK,8,BRD-K08941280; BRD-K09819684; BRD-K31081052; BRD-K32043305; BRD-K42475945; BRD-K50713036; BRD-K67014046; BRD-K75961186
BSYBIQMXMHXRRQ,8,BRD-K00474848; BRD-K02241254; BRD-K03245480; BRD-K61428915; BRD-K64549867; BRD-K64682090; BRD-K73639776; BRD-K93007240
BTFHKXNDUYKHCV,8,BRD-K11652878; BRD-K12750296; BRD-K43136464; BRD-K45663146; BRD-K48912618; BRD-K56943789; BRD-K83312314; BRD-K95218317
NRXGVPPIKRTMIX,8,BRD-K16464815; BRD-K43253317; BRD-K43453714; BRD-K47636932; BRD-K73674426; BRD-K76850979; BRD-K80058284; BRD-K85569074
XAICKZHKLVEFIU,8,BRD-K16789950; BRD-K19142902; BRD-K35544244; BRD-K36725646; BRD-K62807053; BRD-K76551930; BRD-K84336660; BRD-K90103010
HZCFRKFPOJNJBV,8,BRD-K00259552; BRD-K10120618; BRD-K10654753; BRD-K17686770; BRD-K51825814; BRD-K66131980; BRD-K68323967; BRD-K72375447
HWTLLAZAXGMWGF,8,BRD-K21751020; BRD-K34580085; BRD-K56473018; BRD-K68211814; BRD-K76836103; BRD-K76915833; BRD-K81019664; BRD-K95063618
NVAZGCBIIWIDIP,8,BRD-K13122423; BRD-K20288742; BRD-K24494475; BRD-K30071505; BRD-K42139332; BRD-K44936922; BRD-K84334677; BRD-K85216683
CZAUCXDPQANXEN,8,BRD-K09761560; BRD-K17566112; BRD-K38177488; BRD-K44549295; BRD-K73083114; BRD-K85827194; BRD-K87373784; BRD-K96855280
HYQDYNVKVXEYDN,8,BRD-K10452371; BRD-K37480258; BRD-K50935646; BRD-K51978501; BRD-K59134599; BRD-K72580121; BRD-K96652989; BRD-K98953346
NSJHBAKZFARZIY,8,BRD-K25387295; BRD-K25982056; BRD-K28258038; BRD-K31608682; BRD-K69171646; BRD-K69520171; BRD-K74873856; BRD-K85912419
PYHXZAPBOUOXMO,8,BRD-K36730085; BRD-K45677596; BRD-K55018894; BRD-K64958595; BRD-K73402542; BRD-K76628294; BRD-K85708426; BRD-K87343552
PYWNIQJEFPCHIF,8,BRD-K00231307; BRD-K12866026; BRD-K19962165; BRD-K25444802; BRD-K36460068; BRD-K44692299; BRD-K50830147; BRD-K73573019
PYPATSURXBWVGX,8,BRD-K08607520; BRD-K27597444; BRD-K41643612; BRD-K50884475; BRD-K54364215; BRD-K63462027; BRD-K81544427; BRD-K94913575
GQNJFXBZXQABNJ,8,BRD-K03969729; BRD-K04367289; BRD-K45295352; BRD-K50791983; BRD-K60993486; BRD-K63898109; BRD-K77229182; BRD-K97910278
PZMMCWSZGDQDET,8,BRD-K01121544; BRD-K02563170; BRD-K12957211; BRD-K43160803; BRD-K48780709; BRD-K58743752; BRD-K59995645; BRD-K77901830
GQOLZDUAMZVUJK,8,BRD-K41548770; BRD-K57498440; BRD-K70532227; BRD-K74317118; BRD-K74896637; BRD-K82068522; BRD-K95900761; BRD-K96788889
CSAZNKSAKUIKBW,8,BRD-K22377875; BRD-K27864398; BRD-K40565784; BRD-K45522895; BRD-K47794327; BRD-K67194214; BRD-K91620436; BRD-K99847716
CSXAVIOBTDLUSY,8,BRD-K22361536; BRD-K35202752; BRD-K36938987; BRD-K38842489; BRD-K41651095; BRD-K54294645; BRD-K78987935; BRD-K79001525
GOIFBKSVWMRRGJ,8,BRD-K02341409; BRD-K28714324; BRD-K43440986; BRD-K54857308; BRD-K88033714; BRD-K88223257; BRD-K92014291; BRD-K94534355
VIOYSSVCFLGZJY,8,BRD-K01556781; BRD-K16136812; BRD-K19414061; BRD-K40052948; BRD-K59155687; BRD-K65196043; BRD-K65313110; BRD-K95488294
QCHQNBIYSRQADD,8,BRD-K07569193; BRD-K15392449; BRD-K64930062; BRD-K75693278; BRD-K84976438; BRD-K85605624; BRD-K89986699; BRD-K94390774
VJMXJNGUWGEFKS,8,BRD-K36094929; BRD-K61442593; BRD-K64255844; BRD-K65257681; BRD-K75972810; BRD-K77264557; BRD-K78800374; BRD-K84139072
QDYPPDFKKOAHDR,8,BRD-K24890551; BRD-K39241486; BRD-K69280720; BRD-K75111717; BRD-K77835518; BRD-K82003968; BRD-K92219497; BRD-K99944604
QDRBVCQGVAHXBS,8,BRD-K03651937; BRD-K06009608; BRD-K34092011; BRD-K41775742; BRD-K53638321; BRD-K67090983; BRD-K82594686; BRD-K91677732
QDRMLRNWHHCLDG,8,BRD-K02299361; BRD-K15052303; BRD-K18828858; BRD-K30269093; BRD-K31275250; BRD-K36252987; BRD-K54478142; BRD-K77820593
VIDGDBZXEWMIQL,8,BRD-K06280926; BRD-K07244661; BRD-K07852637; BRD-K14415573; BRD-K37088230; BRD-K38796873; BRD-K50266413; BRD-K56731825
VIRGWJWOQCDSPY,8,BRD-K17675924; BRD-K34604755; BRD-K36282114; BRD-K37763427; BRD-K37831546; BRD-K60188481; BRD-K81120201; BRD-K95323025
GOWTXMJXNJEOKH,8,BRD-K05181466; BRD-K12531686; BRD-K54453373; BRD-K57404319; BRD-K65315551; BRD-K65796649; BRD-K70652938; BRD-K86792405
CUJGJHGFROPBKV,8,BRD-K09861842; BRD-K23728767; BRD-K32735617; BRD-K35995122; BRD-K36446300; BRD-K48431409; BRD-K81674214; BRD-K83426260
VIZOEWJOWGMLTK,8,BRD-K33065959; BRD-K40959762; BRD-K45124535; BRD-K47064511; BRD-K54971989; BRD-K56167818; BRD-K79750489; BRD-K85684641
XJOPVLQFFGEWNL,8,BRD-K15960830; BRD-K17689300; BRD-K24045217; BRD-K41726296; BRD-K53594827; BRD-K55630970; BRD-K88624856; BRD-K95425654
XLOJZIOISXYGBL,8,BRD-K13648511; BRD-K16942988; BRD-K34385682; BRD-K38092925; BRD-K51179640; BRD-K62601469; BRD-K89284683; BRD-K98062520
XLDWFJCTUAPIOT,8,BRD-K20310932; BRD-K23794511; BRD-K30620974; BRD-K51339020; BRD-K60471354; BRD-K76454674; BRD-K89699317; BRD-K91924645
NAHOTKSUDDAWEB,8,BRD-K16943897; BRD-K20264945; BRD-K45717258; BRD-K49040541; BRD-K49864183; BRD-K68118416; BRD-K86371068; BRD-K94647035
NCDVBILORYBSFZ,8,BRD-K11117868; BRD-K36099605; BRD-K42526449; BRD-K51398207; BRD-K75657700; BRD-K96101240; BRD-K97805186; BRD-K98944347
BPHDJJLUUFUQJF,8,BRD-K19322034; BRD-K20352452; BRD-K25990552; BRD-K42161310; BRD-K45749103; BRD-K57321627; BRD-K63388446; BRD-K71498541
BOSRLBMZBBTOKS,8,BRD-K00150267; BRD-K19487261; BRD-K21478308; BRD-K27927067; BRD-K51050762; BRD-K65378566; BRD-K68644714; BRD-K94300226
NGKDTDLAKVOKMV,8,BRD-K01383339; BRD-K08371414; BRD-K18351060; BRD-K18456137; BRD-K54652275; BRD-K73627655; BRD-K86162390; BRD-K98036459
NFIXFXCEHGPRBV,8,BRD-K16625384; BRD-K23856550; BRD-K25835363; BRD-K48058738; BRD-K76959261; BRD-K78687850; BRD-K91194707; BRD-K91416305
NDPUBMYQFYUKKS,8,BRD-K20361257; BRD-K37919122; BRD-K39592958; BRD-K55896279; BRD-K68247783; BRD-K82509605; BRD-K91503401; BRD-K92804652
NDGBDPWBOPYDPZ,8,BRD-K00223956; BRD-K05078233; BRD-K43857354; BRD-K48040318; BRD-K53803963; BRD-K58835910; BRD-K68312364; BRD-K85805864
IGRBOWQNYYEHHT,8,BRD-K02750843; BRD-K04230416; BRD-K06731779; BRD-K16255194; BRD-K46989099; BRD-K67242881; BRD-K87707378; BRD-K94373667
IGDQWSJWXZKUIQ,8,BRD-K21232697; BRD-K47378397; BRD-K49092745; BRD-K83940002; BRD-K85367959; BRD-K95193599; BRD-K97919576; BRD-K98113345
NDUFHUOGHUIKBH,8,BRD-K03855997; BRD-K07812227; BRD-K12741517; BRD-K25877713; BRD-K34445019; BRD-K47092271; BRD-K58491882; BRD-K75710031
XKLJDQDBSRSGED,8,BRD-K06217925; BRD-K19405573; BRD-K40358966; BRD-K58439833; BRD-K88967430; BRD-K89412540; BRD-K91758467; BRD-K98668154
GNLIZSFOCYRQDY,8,BRD-K14833463; BRD-K30468800; BRD-K34974324; BRD-K35024477; BRD-K50280607; BRD-K64099269; BRD-K74271701; BRD-K99465084
